AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountOutput,CountPath,CountPathLog,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxEssentialKnots,MaxInheritanceTree,MaxNesting,MinEssentialKnots,PercentLackOfCohesion,PercentLackOfCohesionModified,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,level,numberJavaFiles,packages,commitSha,commitDate,Buse Readability,Scalabrino Readability
,,,,,,,,,,,,,,,,,,,,,,,,,,1.8,13.4,2.0,11.4,3.8,8.4,0.4,7.0,1.6,0.0,6.6,8.4,3.6,7.0,1.6,1.6,1.6,1.0,0.2,,,,,0.0,,0.6,0.0,,,0.044,1.6,1.6,1.6,1.0,method,,,e6de854a4ef55768d16d7bca1c67a44d37b35128,2014-02-18 12:53:28+01:00,0.0012358295498415,0.5786255697409313
1.5,1.5,1.5,1.0,12.0,1.5,10.0,0.0,1.0,8.5,6.0,0.0,,0.5,0.0,,,,2.0,0.0,2.5,15.5,0.0,0.0,0.0,2.5,,40.0,8.5,31.5,11.5,21.0,1.0,,,,16.5,22.0,10.0,17.5,,,,,,2.0,2.0,2.0,1.0,,1.5,1.0,,0.0,0.0,0.04,4.0,4.0,4.0,2.5,class,,,e6de854a4ef55768d16d7bca1c67a44d37b35128,2014-02-18 12:53:28+01:00,0.0012358295498415,0.5786255697409313
,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,project,2.0,1.0,e6de854a4ef55768d16d7bca1c67a44d37b35128,2014-02-18 12:53:28+01:00,0.0012358295498415,0.5786255697409313
,,,,,,,,,,,,,,,,,,,,,,,,,,1.8,13.4,2.0,11.4,3.8,8.4,0.4,7.0,1.6,0.0,6.6,8.4,3.6,7.0,1.6,1.6,1.6,1.0,0.2,,,,,0.0,,0.6,0.0,,,0.044,1.6,1.6,1.6,1.0,method,,,a0843bbb91276970684f779dcfbf6892b6771a19,2014-02-18 13:04:50+01:00,0.0012358295498415,0.5786255697409313
1.5,1.5,1.5,1.0,12.0,1.5,10.0,0.0,1.0,8.5,6.0,0.0,,0.5,0.0,,,,2.0,0.0,2.5,15.5,0.0,0.0,0.0,2.5,,40.0,8.5,31.5,11.5,21.0,1.0,,,,16.5,22.0,10.0,17.5,,,,,,2.0,2.0,2.0,1.0,,1.5,1.0,,0.0,0.0,0.04,4.0,4.0,4.0,2.5,class,,,a0843bbb91276970684f779dcfbf6892b6771a19,2014-02-18 13:04:50+01:00,0.0012358295498415,0.5786255697409313
,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,project,2.0,1.0,a0843bbb91276970684f779dcfbf6892b6771a19,2014-02-18 13:04:50+01:00,0.0012358295498415,0.5786255697409313
,,,,,,,,,,,,,,,,,,,,,,,,,,1.8,13.4,2.0,11.4,3.8,8.4,0.4,7.0,1.6,0.0,6.6,8.4,3.6,7.0,1.6,1.6,1.6,1.0,0.2,,,,,0.0,,0.6,0.0,,,0.044,1.6,1.6,1.6,1.0,method,,,fa3f76bedd60f7f633f96ce2379393a00efe6dfa,2014-02-25 09:59:22-05:00,0.0012358295498415,0.5786255697409313
1.5,1.5,1.5,1.0,12.0,1.5,10.0,0.0,1.0,8.5,6.0,0.0,,0.5,0.0,,,,2.0,0.0,2.5,15.5,0.0,0.0,0.0,2.5,,40.0,8.5,31.5,11.5,21.0,1.0,,,,16.5,22.0,10.0,17.5,,,,,,2.0,2.0,2.0,1.0,,1.5,1.0,,0.0,0.0,0.04,4.0,4.0,4.0,2.5,class,,,fa3f76bedd60f7f633f96ce2379393a00efe6dfa,2014-02-25 09:59:22-05:00,0.0012358295498415,0.5786255697409313
,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,project,2.0,1.0,fa3f76bedd60f7f633f96ce2379393a00efe6dfa,2014-02-25 09:59:22-05:00,0.0012358295498415,0.5786255697409313
,,,,,,,,,,,,,,,,,,,,,,,,,,1.8,12.2,1.4,10.8,3.6,8.2,0.4,7.2,1.6,0.0,6.6,8.4,3.6,7.0,1.6,1.6,1.6,1.0,0.2,,,,,0.0,,0.6,0.0,,,0.044,1.6,1.6,1.6,1.0,method,,,7205ef6e126764f556e5526a39cd99ec3549d8d1,2014-02-25 10:35:57-05:00,0.1293891184031963,0.5238769501447678
