framework,path,question_id,answer_id,answer_score,answer_creation_date,answer_owner_id,answer_owner_reputation,answer_owner_creation_date,answer_owner_tags
Android,googlesamples/android-instant-apps,44497929,52966077,12,2018-10-24 05:56:07,10551193,368,2018-10-24 05:52:27,android;google-console-developer;android-instant-apps;ionic-framework;http;
Android,googlesamples/android-instant-apps,44497929,52672609,0,2018-10-05 16:02:10,8656558,17,2017-09-22 10:53:54,java;regex;
Android,googlesamples/android-instant-apps,44497929,52252581,0,2018-09-10 02:59:35,5509471,11,2015-10-31 03:16:38,java;android;android-instant-apps;
Android,googlesamples/android-instant-apps,44497929,48366176,1,2018-01-21 08:16:39,7429014,139,2017-01-17 04:09:11,android;android-instant-apps;dictionary;bundle;intentfilter;
Android,googlesamples/android-instant-apps,44497929,45713429,1,2017-08-16 08:22:58,6744947,181,2016-08-22 14:56:14,android;xamarin.android;android-instant-apps;xamarin.forms;size;
Android,googlesamples/android-instant-apps,44497929,44505597,3,2017-06-12 13:40:20,3752244,3844,2014-06-18 07:20:46,android;android-studio;google-play;icons;android-actionbar;
Android,googlesamples/android-instant-apps,44497929,44522144,2,2017-06-13 08:54:39,2657153,653,2013-08-06 10:14:46,android;android-instant-apps;flutter;android-gradle-plugin;android-build;
Android,googlesamples/android-instant-apps,50362528,50389268,2,2018-05-17 06:32:15,2553048,1147,2013-07-05 04:49:34,android;encryption;kotlin;banner;admob;
Android,googlesamples/android-nearby,53635269,55684033,-1,2019-04-15 03:06:37,3751576,822,2014-06-18 04:15:08,android-studio;android;java;email;javamail;
Android,googlesamples/android-nearby,53635269,54059069,0,2019-01-06 03:02:57,8391709,84,2017-07-31 00:27:21,php;codeigniter;validation;duplicates;kotlin;
Android,googlesamples/android-nearby,53031435,53047949,1,2018-10-29 10:44:23,5328680,1743,2015-09-12 10:52:16,android;java;angular;android-studio;javascript;
Android,googlesamples/android-nearby,43821919,50422656,0,2018-05-19 02:56:37,807126,169791,2011-06-20 13:45:35,firebase;google-cloud-firestore;google-cloud-functions;android;javascript;
Android,googlesamples/android-nearby,43821919,48640459,0,2018-02-06 07:13:09,9243376,1,2018-01-20 04:08:18,
Android,googlesamples/android-nearby,43821919,43830812,1,2017-05-07 07:16:07,6377072,41,2016-05-24 11:48:50,iphone;fonts;ios;android;google-play;
Android,googlesamples/android-nearby,43300273,44943426,1,2017-07-06 04:19:32,3643,406,2008-08-29 12:45:58,java;google-nearby;eclipse;debugging;android;
Android,googlesamples/android-nearby,36354383,41591861,1,2017-01-11 10:10:29,5598010,105,2015-11-24 02:01:29,android;reflection;root;google-play-services;eddystone;
Android,googlesamples/android-nearby,38787400,38801309,0,2016-08-06 02:35:30,5679277,234,2015-12-14 16:03:24,google-nearby;android;android-notifications;ibeacon;google-nearby-messages;
Android,googlesamples/android-nearby,35699359,35712147,1,2016-02-29 19:54:01,5338753,136,2015-09-15 11:46:35,google-nearby;android;publish-subscribe;eddystone;android-ibeacon;
Android,googlesamples/android-nearby,36481333,37015138,0,2016-05-03 18:02:48,5338753,136,2015-09-15 11:46:35,google-nearby;android;publish-subscribe;eddystone;android-ibeacon;
Android,googlesamples/android-nearby,36481333,36491011,1,2016-04-07 23:29:08,4625829,30386,2015-03-02 22:06:48,firebase-cloud-messaging;firebase;android;google-cloud-messaging;push-notification;
Android,googlesamples/android-nearby,33763874,33923113,0,2015-11-25 14:41:51,2754856,1389,2013-09-06 11:11:25,android;eclipse;gradle;android-logcat;android-studio;
Android,googlesamples/android-nearby,33763874,33814158,1,2015-11-19 17:52:41,63814,4519,2009-02-08 02:29:07,c++;arrays;data-structures;graph-theory;graph;
Android,googlesamples/android-AppUsageStatistics,53239749,53246941,0,2018-11-11 05:14:35,4304446,116,2014-11-28 13:52:26,android;kotlin;android-room;android-livedata;
Android,googlesamples/android-play-billing,58305521,62412790,0,2020-06-16 12:04:02,11135438,41,2019-03-01 06:15:35,colors;fragment;android-dialogfragment;android-statusbar;java;
Android,googlesamples/android-play-billing,58305521,58305647,0,2019-10-09 09:46:22,4716694,5175,2015-03-26 09:35:39,android;android-gradle-plugin;google-play-services;android-studio;gradle;
Android,googlesamples/android-play-billing,58305521,58305609,2,2019-10-09 09:44:48,9845929,583,2018-05-25 05:26:13,android;java;android-layout;android-studio;layout;
Android,googlesamples/android-play-billing,53111773,57625786,2,2019-08-23 07:50:14,4858777,5667,2015-05-03 04:32:41,angular;android;typescript;kotlin;kotlin-coroutines;
Android,googlesamples/android-play-billing,53111773,55932253,1,2019-05-01 02:03:12,54829,28787,2009-01-13 21:14:09,javascript;html;ajax;url;save-as;
Android,googlesamples/android-play-billing,53111773,55913942,0,2019-04-30 00:21:45,3318025,677,2014-02-17 02:51:41,android;facebook;noclassdeffounderror;classnotfoundexception;facebook-sdk-4.0;
Android,googlesamples/android-play-billing,53111773,55913168,-1,2019-04-29 22:24:50,10212762,76,2018-08-11 11:52:33,android;android-contacts;ubuntu;android-ndk;android-studio;
Android,googlesamples/android-play-billing,53111773,55842716,1,2019-04-25 02:01:00,10271334,6222,2018-08-24 16:30:13,android;kotlin;android-architecture-components;java;android-livedata;
Android,googlesamples/android-play-billing,53111773,53112336,1,2018-11-01 23:32:47,1924554,1237,2012-12-23 02:13:12,ios;uitableview;swift;android;camera;
Android,googlesamples/android-play-billing,56925014,56937518,0,2019-07-08 10:51:02,7403172,13,2017-01-11 04:09:45,automation;android;pycharm;appium;
Android,googlesamples/android-play-billing,46984467,48350486,0,2018-01-19 19:31:36,1964609,973,2013-01-09 17:13:48,android;java;lost-focus;android-layout;user-experience;
Android,googlesamples/android-play-billing,44910631,46479262,2,2017-09-28 18:37:30,1390874,3946,2012-05-12 05:44:04,android;android-layout;android-edittext;fragment;garbage-collection;
Android,googlesamples/android-play-billing,44910631,46454068,1,2017-09-27 13:40:00,6905587,766,2016-09-30 11:59:34,android;android-studio;intellij-idea;android-resources;android-studio-3.1;
Android,googlesamples/android-play-billing,44910631,44911261,3,2017-07-04 13:12:58,295004,9314,2010-03-16 13:37:39,android;right-to-left;java;eclipse;avd;
Android,googlesamples/android-play-billing,41500348,43460110,0,2017-04-17 17:43:49,1390874,3946,2012-05-12 05:44:04,android;android-layout;android-edittext;fragment;garbage-collection;
Android,googlesamples/android-play-billing,41500348,41500488,2,2017-01-06 03:51:42,1676363,132946,2012-09-16 19:32:24,android;android-appcompat;android-studio;android-5.0-lollipop;android-support-library;
Android,googlesamples/android-play-billing,35381104,44077702,1,2017-05-19 15:28:43,1129332,24832,2012-01-04 03:37:22,android;android-studio;java;image;android-bitmap;
Android,googlesamples/android-play-billing,44911596,44927174,0,2017-07-05 09:07:05,6092067,6000,2016-03-21 02:31:36,android;youtube-api;authentication;oauth;access-token;
Android,googlesamples/android-play-billing,42403890,42426052,9,2017-02-23 16:58:32,1065162,885,2011-11-25 04:26:48,xml;web-config;visual-studio-2015;android;windows-phone-7;
Android,googlesamples/android-play-billing,42403890,42406455,0,2017-02-22 23:28:32,7397737,21,2017-01-10 02:54:17,java;
Android,googlesamples/android-play-billing,39585232,39586335,0,2016-09-20 01:29:44,1365098,1814,2012-04-30 01:16:57,android;svg;vector-graphics;android-studio;xml;
Android,googlesamples/android-ads,57956777,59010273,0,2019-11-23 13:23:40,2436979,1850,2013-05-30 10:26:55,kubernetes;python;java;kubespray;bazel;
Android,googlesamples/android-ads,58683254,59010260,0,2019-11-23 13:22:20,2436979,1850,2013-05-30 10:26:55,kubernetes;python;java;kubespray;bazel;
Android,googlesamples/android-ads,58683254,58935422,0,2019-11-19 09:40:38,2668136,11361,2013-08-09 09:46:48,android;android-fragments;java;android-actionbar;android-layout;
Android,googlesamples/android-ads,35711493,38807285,1,2016-08-06 14:03:20,1097123,5988,2011-12-14 02:18:14,c#;.net-core;java-home;.bash-profile;jenv;
Android,googlesamples/android-ads,35711493,35728605,0,2016-03-01 12:47:06,2737933,3830,2013-09-01 15:05:25,android;android-studio;java;plugins;apk;
Android,googlesamples/android-ads,35711493,35728625,2,2016-03-01 12:47:47,2308683,110707,2013-04-22 15:10:38,android;java;python;apache-kafka;hadoop;
Android,googlesamples/android-BluetoothLeGatt,50814384,59916288,0,2020-01-26 03:09:07,7370837,77,2017-01-03 15:25:51,android;facebook;handler;postdelayed;android-handler;
Android,googlesamples/android-BluetoothLeGatt,50814384,50820313,1,2018-06-12 11:01:30,8531215,1092,2017-08-29 03:45:21,android;java;c++;arrays;pointers;
Android,googlesamples/android-BluetoothLeGatt,57769186,57983290,0,2019-09-17 19:50:35,12068586,1,2019-09-14 19:52:39,
Android,googlesamples/android-BluetoothLeGatt,51993370,51993441,-1,2018-08-23 15:59:23,6866936,1,2016-09-22 16:52:54,
Android,googlesamples/android-BluetoothLeGatt,51993370,52002436,0,2018-08-24 06:24:15,556495,9409,2010-12-28 19:08:47,bluetooth-lowenergy;android;bluetooth;android-bluetooth;bluetooth-gatt;
Android,googlesamples/android-BluetoothLeGatt,51993370,51993449,0,2018-08-23 16:00:13,8923905,72,2017-11-11 08:31:03,java;string;indexing;lastindexof;overriding;
Android,googlesamples/android-BluetoothLeGatt,54294854,54330266,0,2019-01-23 12:11:45,6038626,1,2016-03-09 05:42:39,
Android,googlesamples/android-BluetoothLeGatt,54294854,54295003,0,2019-01-21 14:25:57,115145,858833,2009-05-31 12:20:08,android;java;android-intent;android-studio;android-fragments;
Android,googlesamples/android-BluetoothLeGatt,48020271,53374402,-1,2018-11-19 09:12:53,8614856,66,2017-09-15 08:56:47,android;android-recyclerview;java;animation;location;
Android,googlesamples/android-BluetoothLeGatt,49043010,49063640,0,2018-03-02 02:08:55,7433716,53,2017-01-18 01:19:07,android;qr-code;spinner;android-layout;android-recyclerview;
Android,googlesamples/android-BluetoothLeGatt,49024906,49043485,0,2018-03-01 02:00:34,2839691,11,2013-10-02 13:33:10,android;bluetooth-lowenergy;bluetooth-gatt;
Android,googlesamples/android-BluetoothLeGatt,49020168,49021444,0,2018-02-27 23:20:07,813613,1740,2011-06-24 03:04:47,android;bluetooth-lowenergy;bluetooth;android-4.3-jelly-bean;android-bluetooth;
Android,googlesamples/android-BluetoothLeGatt,47880718,47884911,2,2017-12-19 07:29:26,4874967,49,2015-05-07 08:32:20,java;hex;bluetooth;android;bluetooth-lowenergy;
Android,googlesamples/android-BluetoothLeGatt,46273499,46286185,3,2017-09-18 14:45:19,5473324,41,2015-10-21 17:48:59,android;bluetooth;bluetooth-lowenergy;android-ble;raspberry-pi3;
Android,googlesamples/android-BluetoothLeGatt,46263640,46467940,3,2017-09-28 07:24:05,8435690,111,2017-08-08 13:19:06,bluetooth;bluetooth-lowenergy;device;gatt;android;
Android,googlesamples/android-BluetoothLeGatt,46364151,46383834,1,2017-09-23 16:08:31,556495,9409,2010-12-28 19:08:47,bluetooth-lowenergy;android;bluetooth;android-bluetooth;bluetooth-gatt;
Android,googlesamples/android-BluetoothLeGatt,42216472,42617597,1,2017-03-06 00:34:16,7664271,11,2017-03-06 00:26:37,java;android;bluetooth-lowenergy;gatt;
Android,googlesamples/android-BluetoothLeGatt,42216472,42446160,0,2017-02-24 14:49:00,7618278,61,2017-02-24 13:11:13,matlab;comparison;plot;visualization;histogram;
Android,googlesamples/android-BluetoothLeGatt,42111793,42117148,1,2017-02-08 12:27:38,556495,9409,2010-12-28 19:08:47,bluetooth-lowenergy;android;bluetooth;android-bluetooth;bluetooth-gatt;
Android,googlesamples/android-BluetoothLeGatt,38869938,38870026,1,2016-08-10 05:56:41,5552022,2357,2015-11-11 16:39:06,android;java;android-fingerprint-api;android-intent;sockets;
Android,googlesamples/android-BluetoothLeGatt,37806234,37811934,2,2016-06-14 08:23:52,4854929,759,2015-05-01 13:22:05,bluetooth-lowenergy;microcontroller;bluetooth;pic;ios;
Android,googlesamples/android-Camera2Raw,48094952,58631330,0,2019-10-30 14:04:04,6561701,306,2016-07-07 12:09:39,android;android-recyclerview;java;fragment;kotlin;
Android,googlesamples/android-Camera2Raw,48094952,48095129,8,2018-01-04 09:15:44,885028,24030,2011-08-08 20:18:58,android;android-studio;kotlin;java;python;
Android,googlesamples/android-Camera2Raw,48094952,48120896,12,2018-01-05 17:34:20,1344825,13779,2012-04-19 14:47:29,android;android-camera;android-camera2;camera;api;
Android,googlesamples/android-Camera2Raw,48094952,48095179,3,2018-01-04 09:18:03,7209927,764,2016-11-25 10:25:36,android;matlab;java;ios;memory;
Android,googlesamples/android-Camera2Raw,48448924,50050507,0,2018-04-26 15:21:21,1545839,131,2012-07-23 08:32:52,python-3.x;anaconda;eager;tensorflow;
Android,googlesamples/android-Camera2Raw,32970996,33029622,1,2015-10-08 23:51:05,4845493,61,2015-04-29 04:47:37,android;android-camera;camera2;preview;camera;
Android,googlesamples/android-testdpc,47544132,48815379,0,2018-02-15 17:04:55,9023227,11,2017-11-28 22:46:39,android;android-syncadapter;android-securityexception;
Android,googlesamples/android-testdpc,45099484,45632746,0,2017-08-11 06:18:26,4816506,1818,2015-04-21 15:53:44,android;android-management-api;android-for-work;cosu;android-enterprise;
Android,googlesamples/android-testdpc,45099484,46485018,4,2017-09-29 04:41:58,440921,7619,2010-09-06 17:23:07,android;java;usermanager;javascript;commonjs;
Android,googlesamples/android-Camera2Video,57716484,58619371,1,2019-10-30 01:47:12,11993766,11,2019-08-29 06:00:31,java;android;landscape-portrait;android-camera2;
Android,googlesamples/android-Camera2Video,54091648,54098293,1,2019-01-08 16:17:24,1344825,13779,2012-04-19 14:47:29,android;android-camera;android-camera2;camera;api;
Android,googlesamples/android-Camera2Video,54091648,54095766,0,2019-01-08 13:21:19,192373,49513,2009-10-19 08:02:23,android;android-ndk;java-native-interface;c++;java;
Android,googlesamples/android-Camera2Video,53129932,53275304,0,2018-11-13 03:48:14,1404257,1800,2012-05-18 16:28:11,ios;android;java;opencv;xmpp;
Android,googlesamples/android-Camera2Video,47533726,52104131,1,2018-08-30 15:28:45,641095,567,2011-03-02 07:41:15,android;charts;android-custom-view;c++;cross-platform;
Android,googlesamples/android-Camera2Video,49880717,49963566,0,2018-04-22 03:26:19,192373,49513,2009-10-19 08:02:23,android;android-ndk;java-native-interface;c++;java;
Android,googlesamples/android-Camera2Video,49914794,49933143,0,2018-04-19 22:48:27,5140756,1776,2015-07-21 15:43:27,flutter;dart;flutter-test;flutter-layout;android;
Android,googlesamples/android-Camera2Video,49914794,49915137,0,2018-04-19 03:28:09,8153765,260,2017-06-13 05:39:12,android;sqlite;listview;android-layout;android-sqlite;
Android,googlesamples/android-Camera2Video,49570402,49570485,-1,2018-03-30 03:45:21,9152667,1,2017-12-29 07:23:03,
Android,googlesamples/android-Camera2Video,37539614,48761520,1,2018-02-13 04:28:06,6903989,257,2016-09-30 05:52:23,android;android-intent;android-activity;android-camera2;ffmpeg;
Android,googlesamples/android-Camera2Video,37539614,40671371,1,2016-11-18 04:13:34,3007695,1563,2013-11-19 04:09:55,dart;flutter;jquery;android;javascript;
Android,googlesamples/android-Camera2Video,37539614,37539771,1,2016-05-31 03:44:06,696391,21383,2011-04-07 04:26:09,android;algorithm;java;c++;c;
Android,googlesamples/android-Camera2Video,43549220,48661960,0,2018-02-07 07:51:50,7344774,61,2016-12-27 04:11:15,android;java;xml;android-animation;firebase;
Android,googlesamples/android-Camera2Video,45358247,45420167,3,2017-07-31 11:43:57,3561494,1401,2014-04-22 13:14:00,android;java;rest;android-volley;video;
Android,googlesamples/android-Camera2Video,40331561,41782546,1,2017-01-21 14:49:29,2789065,301,2013-09-17 15:40:01,android;java;emv;nfc;smartcard-reader;
Android,googlesamples/android-Camera2Video,40331561,41689564,0,2017-01-17 02:22:58,635887,12632,2011-02-26 16:41:19,android;mysql;android-xml;xcode;simulator;
Android,googlesamples/android-Camera2Video,41090419,41090524,1,2016-12-11 16:58:12,3682535,2320,2014-05-28 03:13:10,android;xml;android-layout;android-constraintlayout;java;
Android,googlesamples/android-Camera2Video,34832098,38122631,0,2016-06-30 08:06:29,2866051,279,2013-10-10 04:01:13,video;visual-studio;visual-studio-2012;c;precision;
Android,googlesamples/android-Camera2Video,34832098,36071166,0,2016-03-17 16:34:25,3846287,1733,2014-07-16 14:19:10,android;navigation;android-fragments;react-native;protocolexception;
Android,googlesamples/android-Camera2Video,31987928,32661407,0,2015-09-18 17:36:25,2068766,2867,2013-02-13 11:51:53,javascript;css;jquery;jquery-mobile;youtube-javascript-api;
Android,googlesamples/android-XYZTouristAttractions,39327480,39333694,2,2016-09-05 11:26:32,3162918,2804,2014-01-05 13:27:01,android;android-notifications;android-resources;android-drawable;python;
Android,googlesamples/android-XYZTouristAttractions,39327480,39327583,0,2016-09-05 05:28:57,5138962,353,2015-07-21 07:50:35,android;java;android-studio;google-maps;android-intent;
Android,googlesamples/android-XYZTouristAttractions,29848140,29861971,2,2015-04-25 02:45:12,268156,18464,2010-02-07 12:10:45,android;google-maps;gradle;apache-httpcomponents;android-9.0-pie;
Android,googlesamples/android-WearVerifyRemoteApp,44467885,44473326,0,2017-06-10 08:31:01,6092067,6000,2016-03-21 02:31:36,android;youtube-api;authentication;oauth;access-token;
Android,googlesamples/android-WatchFace,27876937,27887037,0,2015-01-11 09:27:55,4439998,21,2015-01-10 10:36:42,android;sample;nullpointerexception;
Android,googlesamples/android-MediaEffects,30952459,30956693,1,2015-06-20 13:02:55,3530129,46918,2014-04-13 19:09:56,opengl;c++;opengl-es;android;glsl;
Android,googlesamples/android-DirectBoot,39363500,61225942,0,2020-04-15 05:56:12,4591854,15,2015-02-21 14:32:34,android;firebase;firebase-performance;
Android,googlesamples/android-DirectBoot,39363500,39363668,1,2016-09-07 03:23:48,529691,12758,2010-12-03 14:47:58,android;android-emulator;java;android-intent;eclipse;
Android,googlesamples/leanback-showcase,52641014,53814277,2,2018-12-17 08:26:04,6067231,21,2016-03-15 11:28:07,android;android-tv;leanback;browsefragment;
Android,googlesamples/leanback-showcase,52641014,52661842,3,2018-10-05 04:54:08,3687061,424,2014-05-29 06:01:45,android;leanback;android-layout;android-tv;browsefragment;
Android,googlesamples/leanback-showcase,50268110,50714365,3,2018-06-06 03:17:28,9769407,51,2018-05-10 03:47:18,android;leanback;
Android,googlesamples/leanback-showcase,38382439,38382647,2,2016-07-14 15:26:44,379822,446,2010-06-30 04:28:57,ruby;minitest;ruby-2.2;ruby-on-rails;processor;
Android,googlesamples/androidtv-sample-inputs,54249271,54425671,1,2019-01-29 13:36:39,3513016,381,2014-04-08 18:46:43,android;security;android-usb;android-security;android-enterprise;
Android,googlesamples/androidtv-sample-inputs,36765915,36829126,0,2016-04-24 17:32:50,1491707,9082,2012-06-29 12:50:17,actions-on-google;dialogflow;android;google-assistant-sdk;google-home;
Android,googlesamples/androidtv-sample-inputs,34059790,34073374,0,2015-12-03 15:19:23,1491707,9082,2012-06-29 12:50:17,actions-on-google;dialogflow;android;google-assistant-sdk;google-home;
Android,googlesamples/androidtv-sample-inputs,31377712,31399312,1,2015-07-14 02:32:52,1491707,9082,2012-06-29 12:50:17,actions-on-google;dialogflow;android;google-assistant-sdk;google-home;
Android,googlesamples/android-play-publisher-api,56510496,59916236,-1,2020-01-26 02:57:56,7167920,19,2016-11-16 11:14:30,java;android;rotation;
Android,googlesamples/android-play-publisher-api,56510496,59503782,1,2019-12-27 12:56:57,7167920,19,2016-11-16 11:14:30,java;android;rotation;
Android,googlesamples/android-play-publisher-api,56638306,56877288,1,2019-07-03 16:10:16,5238522,2319,2015-08-18 05:15:34,javascript;api;cors;preflight;fetch-api;
Android,googlesamples/android-play-publisher-api,52734443,62473593,0,2020-06-19 11:29:39,5169529,181,2015-07-29 09:11:46,cakephp;javascript;time;netbeans;intellij-idea;
Android,googlesamples/android-play-publisher-api,38403559,38409251,3,2016-07-16 04:20:06,445598,9916,2010-09-12 10:10:12,ios;fastlane;xcode;cocoapods;app-store-connect;
Android,googlesamples/android-play-publisher-api,26241916,27089032,2,2014-11-23 09:39:45,2183804,21275,2011-06-21 07:02:20,android;google-maps;google-maps-android-api-2;android-maps-v2;google-maps-markers;
Android,googlesamples/android-play-publisher-api,26241916,27021521,0,2014-11-19 13:09:41,231768,1058,2009-12-14 23:03:02,android;sender-id;google-cloud-messaging;google-api-console;multithreading;
Android,googlesamples/androidtv-Leanback,56251116,56969326,0,2019-07-10 07:03:17,2745520,655,2013-09-04 02:14:33,android;file;file-manager;user-inactivity;textcolor;
Android,googlesamples/androidtv-Leanback,51893569,55717286,0,2019-04-16 18:11:43,5844789,118,2016-01-27 01:14:11,jersey;java;authorization;http-headers;server-sent-events;
Android,googlesamples/androidtv-Leanback,44115956,46512176,0,2017-10-01 08:01:02,3123830,123,2013-12-20 16:01:24,android;java;listview;webview;android-intent;
Android,googlesamples/androidtv-Leanback,34159696,34161304,0,2015-12-08 13:41:40,5311955,41,2015-09-08 04:32:31,android;android-input-method;android-tv;
Android,googlesamples/androidtv-Leanback,27891487,27891593,3,2015-01-11 17:14:54,1367571,11689,2012-05-01 06:24:12,android;uri;absolute-path;mediastore;android-tv;
Android,googlesamples/androidtv-Leanback,27489545,27577720,1,2014-12-20 03:35:53,4361607,2809,2014-12-15 05:42:56,android;android-recyclerview;android-5.0-lollipop;rippledrawable;android-appcompat;
Android,googlesamples/android-MediaRecorder,39013371,39013654,0,2016-08-18 04:45:21,6523232,808,2016-06-28 08:04:53,c++;java;multithreading;android;qt;
Android,googlesamples/android-fit,57124264,57126826,0,2019-07-20 12:56:56,4729721,3865,2015-03-30 08:40:17,android;kotlin;java;firebase;android-studio;
Android,googlesamples/android-fit,49005575,49013319,1,2018-02-27 12:21:18,5832311,11323,2016-01-24 03:32:35,android;google-maps;youtube-api;google-play-services;google-cloud-messaging;
Android,googlesamples/android-fit,36773519,47031013,1,2017-10-31 05:37:30,4578513,4658,2015-02-18 04:22:13,flutter;dart;android;listview;size;
Android,googlesamples/android-fit,36773519,44237813,3,2017-05-29 04:24:02,8080277,177,2017-05-29 04:02:14,android;intentfilter;android-intent;android-sharing;oauth;
Android,googlesamples/android-fit,36773519,36789707,0,2016-04-22 05:14:45,5995040,5710,2016-02-28 19:37:16,javascript;google-apps-script;android;google-maps;google-drive-api;
